plan_id,provider_id,provider_name,plan_name,data_mb,validity_days,data_cap_per,usd_price,usd_promo_price,effective_price,is_promo,price_cad,new_user_only,promo_enabled,can_top_up,subscription,pay_as_you_go,ekyc,speed_limit,reduced_speed,possible_throttling,has_5g,tethering,has_ads,num_countries,data_display,validity_display
68da51a49ecaacd99c74ac8d,66e18e73597f9c6d753b7571,Roamless,FREE Europe eSIM &amp; Data,525,30,,0.0,0.0,0.0,True,,True,False,True,False,True,,,,False,False,True,False,39,525MB,30 days
68db84cbc7d163c6f6a93e24,5c89d6b91144d06205595375,GigSky,Europe,500,7,,0.0,0.0,0.0,True,,False,False,,False,False,,,,False,False,,False,42,500MB,7 days
695497ef49c7103f771a0778,66ac21966d047ed956f30520,iRoamly,iRoamly-eSIM-500MB-1 Day-Daily-Free,500,1,,0.0,,0.0,False,,True,False,False,False,False,False,,,False,False,True,False,108,500MB,1 days
68f7a57d1a37c4b60a8c4d34,61092d9ae3da2061875bc429,Keepgo,Corvus Europe,100,7,,0.0,,0.0,False,,True,False,True,False,False,False,,,False,False,True,False,35,100MB,7 days
692edb6e2294731c96a53203,66719ce7b8d1560ec8b11691,Firsty,Firsty Free,0,1,,0.0,,0.0,False,,False,False,False,False,False,,256.0,,True,False,,True,108,0MB,1 days
68da253a184401d0d814c3bb,5d16f93191d4f93192b3349c,RedteaGO,Europe (37 countries),200,1,,0.52,0.494,0.494,True,0.6865053779999999,False,True,,False,False,,,,False,False,,False,37,200MB,1 days
695ce20745c07654e66a2160,5d4a55600c59513ea8d90d02,Yesim,Europe &amp; UK,500,1,,0.5245920000000001,0.0,0.0,True,,True,True,,False,False,,,,False,False,True,False,33,500MB,1 days
68db770835850fa8f214c8b4,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [33 Countries] 1 Day 500MB/Day,500,1,,0.69,0.621,0.621,True,0.8629956269999999,False,True,,False,False,,,128.0,False,False,True,False,33,500MB,1 days
68da253a184401d0d814c3ba,5d16f93191d4f93192b3349c,RedteaGO,Europe (37 countries),300,1,,0.7,0.6649999999999999,0.6649999999999999,True,0.9241418549999998,False,True,,False,False,,,,False,False,,False,37,300MB,1 days
68da253a184401d0d814c45a,5d16f93191d4f93192b3349c,RedteaGO,Europe Plus,300,1,,0.7,0.6649999999999999,0.6649999999999999,True,0.9241418549999998,False,True,,False,False,,,,False,False,,False,39,300MB,1 days
68a8a05cbb78507dd9fcd80e,651a85325fee853583ffe8e5,eSIM4Travel,Best Europe 35 - 1GB/1Days,1000,1,,0.8,0.7200000000000001,0.7200000000000001,True,1.00057464,False,True,True,False,False,False,,,False,False,True,False,34,1000MB,1 days
695b7568acee409245b381a0,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 1 Day / Daily 500MB,500,1,day,0.86,0.0,0.0,True,,False,True,False,False,False,False,,512.0,False,False,True,False,33,500MB,1 days
695784510bf5ae3b1bb83835,6943428c276fe61c43f578a8,6943428c276fe61c43f578a8,Europe(30+ areas) 300MB/Day,300,1,,0.9,,0.9,False,1.2507183,False,True,,False,False,,,,False,False,,False,34,300MB,1 days
695b311b55a3cad380911ba8,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe (41 Countries) - 1 Day/Total 200MB,200,1,day,0.9181700100254037,,0.9181700100254037,False,1.275968926722173,False,True,False,False,False,False,,128.0,False,False,True,False,40,200MB,1 days
69254af5ace2426a757676a2,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [45 countries] 1 Day 500MB/Day,500,1,,0.92,0.8280000000000001,0.8280000000000001,True,1.150660836,False,True,,False,False,,,128.0,False,False,True,False,45,500MB,1 days
695b7566acee409245b3809e,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 36 Countries 1 Day / Daily 500MB,500,1,day,0.92,0.0,0.0,True,,False,True,False,False,False,False,,128.0,False,False,True,False,41,500MB,1 days
68dc6720adbaffe4b0eadfe8,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 1 Day / Daily 1GB,1000,1,day,0.98,0.0,0.0,True,,False,True,False,False,False,False,,512.0,False,False,True,False,33,1000MB,1 days
695b311d55a3cad380911f96,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe (49 Destinations) - 1 Day/Daily 500MB,500,1,day,0.9804188242644142,,0.9804188242644142,False,1.3624752946355407,False,True,False,False,False,False,,128.0,False,False,True,False,47,500MB,1 days
68f5ad8a87f82b9b2996b0a7,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,3,,0.99,0.891,0.891,True,1.2382111169999999,False,True,False,False,False,False,,,False,False,True,False,34,1000MB,3 days
69313850fc4bdfc04c6b1141,6747c8e603e7509b3dc0bfc3,Earth Esim,300MB/1 Day Europe Region eSIM,300,1,,0.99,,0.99,False,1.37579013,False,True,False,False,False,False,,,False,False,True,False,34,300MB,1 days
68f0e6a10195a163f3ff8f06,68c90ae5674c19ea079110fd,Orbit Mobile,Global Pass,1000,1,,1.0,0.8,0.8,True,1.1117496,False,False,True,False,False,,,,False,False,True,False,64,1000MB,1 days
694910a0ced420a25cdcb42f,68b5073e7deca5e79fd665bb,Wiiline,eSIM Plan - Europe 26 Countries - 1 Day 502MB,502,1,,1.0,0.9,0.9,True,1.2507183,False,True,True,False,False,False,,,False,False,True,False,26,502MB,1 days
68dcc8f8d08bf4821b68ccee,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe A 500MB/Daily 1Day,500,1,,1.0,,1.0,False,1.389687,False,True,False,False,False,False,,128.0,False,False,True,False,44,500MB,1 days
68dcc8f8d08bf4821b68cd0d,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe F 500MB/Daily 1Day,500,1,,1.0,,1.0,False,1.389687,False,True,False,False,False,False,,128.0,False,False,True,False,32,500MB,1 days
68dcc8f9d08bf4821b68cd4d,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe G 500MB/Daily 1Day,500,1,,1.0,,1.0,False,1.389687,False,True,False,False,False,False,,128.0,False,False,True,False,31,500MB,1 days
695b7568acee409245b381a9,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 42 Countries 1 Day / Daily 500MB,500,1,day,1.02,0.020000000000000018,0.020000000000000018,True,0.02779374000000002,False,True,False,False,False,False,,512.0,False,False,True,False,41,500MB,1 days
69254af6ace2426a7576774a,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [41 countries] 1 Day 500MB/Day,500,1,,1.04,0.936,0.936,True,1.300747032,False,True,,False,False,,,128.0,False,False,True,False,41,500MB,1 days
68f5ad8a87f82b9b2996b0a8,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,7,,1.09,0.9810000000000001,0.9810000000000001,True,1.363282947,False,True,False,False,False,False,,,False,False,True,False,34,1000MB,7 days
695bb1081c11ad01f442bf28,695996a7f995e904852dff0a,695996a7f995e904852dff0a,Europe(30+ areas) 300MB/Day,300,1,,1.1,0.9900000000000001,0.9900000000000001,True,1.37579013,False,True,,False,False,,,384.0,False,False,,False,34,300MB,1 days
