plan_id,provider_id,provider_name,plan_name,data_mb,validity_days,data_cap_per,usd_price,usd_promo_price,effective_price,is_promo,price_cad,new_user_only,promo_enabled,can_top_up,subscription,pay_as_you_go,ekyc,speed_limit,reduced_speed,possible_throttling,has_5g,tethering,has_ads,num_countries,data_display,validity_display
69254af1ace2426a7576734d,5eb95317a5faaf0b7dfa9b24,Billion Connect,USA &amp; Canada eSIM  3 Days 500MB/Day,500,3,day,2.75,2.475,2.475,True,3.439475325,False,True,,False,False,,,128.0,False,False,True,False,2,500MB,3 days
69254aeeace2426a75766f3e,5eb95317a5faaf0b7dfa9b24,Billion Connect,USA &amp; Canada &amp; Mexico eSIM 7 Days 1GB,1000,7,,2.78,2.502,2.502,True,3.4769968739999992,False,True,,False,False,,,128.0,False,False,True,False,3,1000MB,7 days
695f0880dcf62634822f3dec,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM North America 1GB 7Days Economy,1000,7,,2.797824,2.71388928,2.71388928,True,3.7714566518553596,False,True,True,False,False,,,,False,False,,False,3,1000MB,7 days
695bb1081c11ad01f442bf9f,695996a7f995e904852dff0a,Voyasim,USA &amp; Canada 500MB/Day,500,1,,2.8,2.5199999999999996,2.5199999999999996,True,3.502011239999999,False,True,,False,False,,,384.0,False,False,,False,2,500MB,1 days
695b311a55a3cad380911a2f,6875cc9ee40f4fd4c110ce88,abesteSIM,North America (US &amp; Canada &amp; Mexico) 5G - 5 Days/Total 1GB,1000,5,,2.816758844315222,,2.816758844315222,False,3.9144131480798876,False,True,False,False,False,False,,,False,False,True,False,3,1000MB,5 days
68dc672badbaffe4b0eaeb08,65fd5b85efc7ee1e3444055a,MicroEsim,North America (US &amp; Canada &amp; Mexico) 5G 3 Days / Total 1GB,1000,3,,2.85,1.85,1.85,True,2.57092095,False,True,False,False,False,False,,,False,False,True,False,3,1000MB,3 days
695b311f55a3cad38091246c,6875cc9ee40f4fd4c110ce88,abesteSIM,US &amp; Canada - 10 Days/Total 1GB,1000,10,,2.8556643532146033,,2.8556643532146033,False,3.968479628025742,False,True,False,False,False,False,,,False,False,True,False,2,1000MB,10 days
695b7561acee409245b372c9,65fd5b85efc7ee1e3444055a,MicroEsim,US &amp; Canada 1 Day / Daily 2GB,2000,1,day,2.88,1.88,1.88,True,2.6126115599999995,False,True,False,False,False,False,,512.0,False,False,True,False,2,2.0GB,1 days
68da253a184401d0d814c3b6,5d16f93191d4f93192b3349c,RedteaGO,USA &amp; Canada,1000,30,,2.9,2.755,2.755,True,3.8285876849999996,False,True,,False,False,,,,False,False,,False,2,1000MB,30 days
68dab53aef4f54f532e28748,683f99e07ee7f5a961c0c859,Strong eSIM,North America 500MB/Day,500,1,,2.9,,2.9,False,4.0300923,False,True,True,False,False,False,,,False,False,True,False,3,500MB,1 days
68dab53cef4f54f532e2892e,683f99e07ee7f5a961c0c859,Strong eSIM,USA &amp; Canada 500MB/Day,500,1,,2.9,,2.9,False,4.0300923,False,True,True,False,False,False,,,False,False,True,False,2,500MB,1 days
695bb1081c11ad01f442c019,695996a7f995e904852dff0a,Voyasim,North America 500MB/Day,500,1,,2.9,2.61,2.61,True,3.6270830699999994,False,True,,False,False,,,384.0,False,False,,False,3,500MB,1 days
