plan_id,provider_id,provider_name,plan_name,data_mb,validity_days,data_cap_per,usd_price,usd_promo_price,effective_price,is_promo,price_cad,new_user_only,promo_enabled,can_top_up,subscription,pay_as_you_go,ekyc,speed_limit,reduced_speed,possible_throttling,has_5g,tethering,has_ads,num_countries,covers_all_target,data_display,validity_display
68dc6721adbaffe4b0eae00f,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 7 Days / Total 50GB,50000,7,,27.72,26.72,26.72,True,37.0210944,False,True,False,False,False,False,,,False,False,True,False,33,True,48.8GB,7 days
68dc6721adbaffe4b0eae029,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 15 Days / Daily 3GB,3000,15,day,27.72,26.72,26.72,True,37.0210944,False,True,False,False,False,False,,512.0,False,False,True,False,33,True,2.9GB,15 days
692af6a6c1442f4808ca7e30,68eccb704504d6cf10609144,AdventureSIMs,Europe (40+ areas) &amp; Morocco 10GB 30 Days,10000,30,,27.726229265749883,26.339917802462388,26.339917802462388,True,36.49448291366769,False,True,True,False,False,False,,,False,False,True,False,42,True,9.8GB,30 days
68e78fa556a8f8ab68edc1b0,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe (49 Destinations) - 15 Days/Daily 2GB,2000,15,day,27.73232978158857,,27.73232978158857,False,38.4236975589866,False,True,False,False,False,False,,128.0,False,False,True,False,47,True,2.0GB,15 days
68d3ba04d181782a3938eb33,66e7e84524aea80bf91cdd01,ESIMFUN,2 GB for 15 days,2000,15,,27.737259044488354,,27.737259044488354,False,38.43052715131951,False,True,,False,False,,,,False,False,,False,96,True,2.0GB,15 days
68da3623eded8f4734b05cdc,67fcf6bbbbc312c4799a2e78,eSIMania,Europe 3.07GB for 30 days,3000,30,,27.75,26.3625,26.3625,True,36.525771000000006,False,True,,False,False,False,,,False,False,,False,42,True,2.9GB,30 days
68ca537203d03be5757553f8,60acd76e464f901c1fcceb7c,eSIMplus,Europe 49 Countries | eSIM QR Code | 30 / 20GB,20000,30,,27.87973671009864,27.237346463322172,27.237346463322172,True,37.73788827186214,False,True,,False,False,,,,False,False,,False,40,True,19.5GB,30 days
68dcc8f1d08bf4821b68c8ea,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe B 20GB 15Day,20000,15,,27.9,,27.9,False,38.656008,False,True,False,False,False,False,,128.0,False,False,True,False,50,True,19.5GB,15 days
68dcc8f4d08bf4821b68ca6b,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe C 20GB 3Day,20000,3,,27.9,,27.9,False,38.656008,False,True,False,False,False,False,,128.0,False,False,True,False,35,True,19.5GB,3 days
68dab539ef4f54f532e283d3,683f99e07ee7f5a961c0c859,Strong eSIM,Europe 5GB 30Days,5000,30,,27.9,,27.9,False,38.656008,False,True,True,False,False,False,,,False,False,True,False,42,True,4.9GB,30 days
68dcc8f2d08bf4821b68c978,63760bdc4e2b1c13f365b600,Yoho Mobile,Global E 1GB/Daily 10Day,1000,10,day,27.9,,27.9,False,38.656008,False,True,False,False,False,False,,128.0,False,False,True,False,83,True,1000MB,10 days
68dcc8f2d08bf4821b68c971,63760bdc4e2b1c13f365b600,Yoho Mobile,Global E 500MB/Daily 15Day,500,15,day,27.9,,27.9,False,38.656008,False,True,False,False,False,False,,128.0,False,False,True,False,83,True,500MB,15 days
68dbe83e811e14b1d9ba2229,640e71222097580dd4a88d0b,ETravelSim,Travel eSIM for Europe 25 GB - 30 Days / 100 Mins Local Calls,25000,30,,27.99,25.191,25.191,True,34.902634320000004,False,True,,False,False,,,,False,False,,False,35,True,24.4GB,30 days
68a8a27dbb78507dd90571e7,6729dd5072d09200e91cc8bd,TooSim,"Europe 20GB, 30 days",20000,30,,27.99,,27.99,False,38.7807048,False,False,False,False,False,False,,,False,False,True,False,35,True,19.5GB,30 days
691b3016cbdba3b23d7e3662,63c52208de7c07fba95ec104,GLOBAL YO,Europe Explorer (Stand w'Ukraine) - 30 Days - 20 GB (39 countries),20000,30,,27.99,26.49,26.49,True,36.7024248,False,True,True,False,False,False,,,False,False,True,False,39,True,19.5GB,30 days
691c41d6ac8130ee2562615c,68f2f31416dfe743e600212e,WoWo Sim,Global (115+ areas) 5GB 30Days,5000,30,,27.99,24.6312,24.6312,True,34.127020224,False,True,True,False,False,,,,False,False,,False,120,True,4.9GB,30 days
69317d636422972262549492,63c52208de7c07fba95ec104,GLOBAL YO,Global Explorer XXL - 30 Days - 5 GB (155 countries),5000,30,,27.99,26.49,26.49,True,36.7024248,False,True,True,False,False,False,,,False,False,True,False,155,True,4.9GB,30 days
6930480b212c1a618fe67e09,63c52208de7c07fba95ec104,GLOBAL YO,Day Plan - Global Explorer Lite - 1GB/Day - 7 Day,1000,7,day,27.99,26.49,26.49,True,36.7024248,False,True,True,False,False,False,,512.0,False,False,True,False,99,True,1000MB,7 days
692d4210defde661e02e4592,5d4a55600c59513ea8d90d02,Yesim,Global Plus Package,5000,30,,27.999432000000002,22.166217,22.166217,True,30.71173697784,False,True,,False,False,,,,False,False,True,False,147,True,4.9GB,30 days
68db41d05c1f32362e8c42ff,6869f31e709a1ddbfd440fe7,eSimy,Global - 3 GB - 30 Days,3000,30,,27.999432000000002,,27.999432000000002,False,38.793773024640004,False,False,True,False,False,False,,,False,False,True,False,109,True,2.9GB,30 days
68ff557bd016db343606be42,5c6df152447a286186dea121,Ubigi,EUROPE,15000,7,,28.0,25.2,25.2,True,34.915104,False,True,,False,False,,,,False,False,,False,37,True,14.6GB,7 days
6926d4c73712f81fb86f1027,6111c0893bead6451dd9ce51,Airhub,Global 12GB 30Days,12000,30,,28.0,26.04,26.04,True,36.0789408,False,True,False,False,False,False,,,False,False,False,False,100,True,11.7GB,30 days
690beb157f36135eeb0bcb0d,6645ebd70ee8bdf7b1b24ed2,Breeze,Global,3000,30,,28.0,25.2,25.2,True,34.915104,False,True,True,False,False,False,,,False,False,False,False,106,True,2.9GB,30 days
68d50bf400caad49ca94ecc4,66ac21966d047ed956f30520,iRoamly,Europe - 39 Countries-1GB-20 Days-Daily,1000,20,day,28.0,,28.0,False,38.794560000000004,False,True,False,False,False,False,,,False,False,True,False,39,True,1000MB,20 days
68dc92afb3260a0aac7cb8e4,67f7ef2af6193863e84220a1,alodata,eSIM Unlimited for 10 Days in Europe+,1000,10,day,28.0,22.4,22.4,True,31.035648,False,True,False,False,False,False,,1280.0,False,False,True,False,35,True,1000MB,10 days
6932a5017e3ca2a51ee2ba4b,663a1a4b5fddf2d5b402906b,Roamify,Europe Sprint eSIM Unlimited Data - 15 Days,0,15,,28.0,26.6,26.6,True,36.854832,False,True,False,False,False,False,,,True,False,True,False,32,True,0MB,15 days
6915a48cf8e247b4eeecb63b,66d971ff6734f85a87610d92,eSIM Cards,Global Vodafone 25GB for 30 Days,25000,30,,28.031018953929802,,28.031018953929802,False,38.83753738104882,False,True,False,False,False,False,,,False,False,True,False,75,True,24.4GB,30 days
69252400502181cc3396a38e,691a70e2a3dd350531e33c74,eSimfly,Discover Global 2 GB 15 Days,2000,15,,28.05,26.6475,26.6475,True,36.920644200000005,False,True,True,False,False,False,,,False,False,True,False,138,True,2.0GB,15 days
68e78da356a8f8ab68ed97d5,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 41 Countries 5G 10 Days / Daily 3GB,3000,10,day,28.09,27.09,27.09,True,37.5337368,False,True,False,False,False,False,,128.0,False,False,True,False,40,True,2.9GB,10 days
68dcc8f4d08bf4821b68ca74,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe C 10GB/Daily 7Day,10000,7,day,28.14,,28.14,False,38.9885328,False,True,False,False,False,False,,128.0,False,False,True,False,35,True,9.8GB,7 days
68dcc8f3d08bf4821b68c99a,63760bdc4e2b1c13f365b600,Yoho Mobile,Global F 5GB 3Day,5000,3,,28.14,,28.14,False,38.9885328,False,True,False,False,False,False,,128.0,False,False,True,False,122,True,4.9GB,3 days
68dcc8f8d08bf4821b68cd0a,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe A 3GB/Daily 15Day,3000,15,day,28.14,,28.14,False,38.9885328,False,True,False,False,False,False,,128.0,False,False,True,False,44,True,2.9GB,15 days
